length,x,y,start,end,split_x,split_y
5,banks,basis,3,4,nk,si
5,banks,bates,3,4,nk,te
5,banks,baths,3,4,nk,th
5,banks,bauds,3,4,nk,ud
5,banks,bawls,3,4,nk,wl
5,banks,beaks,2,3,an,ea
5,banks,becks,2,3,an,ec
5,banks,bilks,2,3,an,il
5,banks,books,2,3,an,oo
5,banks,bucks,2,3,an,uc
5,banks,bulks,2,3,an,ul
5,banks,conks,1,2,ba,co
5,banks,dunks,1,2,ba,du
5,banks,finks,1,2,ba,fi
5,banks,funks,1,2,ba,fu
5,banks,honks,1,2,ba,ho
5,banks,hunks,1,2,ba,hu
5,banks,junks,1,2,ba,ju
5,banks,kinks,1,2,ba,ki
5,banks,links,1,2,ba,li
5,banks,minks,1,2,ba,mi
5,banks,monks,1,2,ba,mo
5,banks,oinks,1,2,ba,oi
5,banks,pinks,1,2,ba,pi
5,banks,punks,1,2,ba,pu
5,banks,rinks,1,2,ba,ri
5,banks,sinks,1,2,ba,si
5,banks,winks,1,2,ba,wi
6,banned,barbed,3,4,nn,rb
6,banned,barfed,3,4,nn,rf
6,banned,barged,3,4,nn,rg
6,banned,barked,3,4,nn,rk
6,banned,barred,3,4,nn,rr
6,banned,bashed,3,4,nn,sh
6,banned,basked,3,4,nn,sk
6,banned,basted,3,4,nn,st
6,banned,bathed,3,4,nn,th
6,banned,batted,3,4,nn,tt
6,banned,bawled,3,4,nn,wl
6,banned,beaned,2,3,an,ea
6,banned,burned,2,3,an,ur
6,banned,conned,1,2,ba,co
6,banned,dinned,1,2,ba,di
6,banned,donned,1,2,ba,do
6,banned,dunned,1,2,ba,du
6,banned,ginned,1,2,ba,gi
6,banned,gunned,1,2,ba,gu
6,banned,kenned,1,2,ba,ke
6,banned,penned,1,2,ba,pe
6,banned,pinned,1,2,ba,pi
6,banned,punned,1,2,ba,pu
6,banned,sinned,1,2,ba,si
6,banned,sunned,1,2,ba,su
6,banned,tinned,1,2,ba,ti
6,banner,barber,3,4,nn,rb
6,banner,barker,3,4,nn,rk
6,banner,barter,3,4,nn,rt
6,banner,bather,3,4,nn,th
6,banner,batter,3,4,nn,tt
6,banner,burner,2,3,an,ur
6,banner,dinner,1,2,ba,di
6,banner,dunner,1,2,ba,du
6,banner,funner,1,2,ba,fu
6,banner,gunner,1,2,ba,gu
6,banner,runner,1,2,ba,ru
6,banner,sinner,1,2,ba,si
6,banner,winner,1,2,ba,wi
7,banners,barbers,3,4,nn,rb
7,banners,barkers,3,4,nn,rk
7,banners,barters,3,4,nn,rt
7,banners,bathers,3,4,nn,th
7,banners,batters,3,4,nn,tt
7,banners,burners,2,3,an,ur
7,banners,dinners,1,2,ba,di
7,banners,gunners,1,2,ba,gu
7,banners,runners,1,2,ba,ru
7,banners,sinners,1,2,ba,si
7,banners,winners,1,2,ba,wi
7,banning,barbing,3,4,nn,rb
7,banning,barfing,3,4,nn,rf
7,banning,barging,3,4,nn,rg
7,banning,barking,3,4,nn,rk
7,banning,barring,3,4,nn,rr
7,banning,bashing,3,4,nn,sh
7,banning,basking,3,4,nn,sk
7,banning,basting,3,4,nn,st
7,banning,bathing,3,4,nn,th
7,banning,batting,3,4,nn,tt
7,banning,bawling,3,4,nn,wl
7,banning,beaning,2,3,an,ea
7,banning,burning,2,3,an,ur
7,banning,conning,1,2,ba,co
7,banning,cunning,1,2,ba,cu
7,banning,dinning,1,2,ba,di
7,banning,donning,1,2,ba,do
7,banning,dunning,1,2,ba,du
7,banning,ginning,1,2,ba,gi
7,banning,gunning,1,2,ba,gu
7,banning,kenning,1,2,ba,ke
7,banning,penning,1,2,ba,pe
7,banning,pinning,1,2,ba,pi
7,banning,punning,1,2,ba,pu
7,banning,running,1,2,ba,ru
7,banning,sinning,1,2,ba,si
7,banning,sunning,1,2,ba,su
7,banning,tinning,1,2,ba,ti
7,banning,winning,1,2,ba,wi
9,bannister,barrister,3,4,nn,rr
10,bannisters,barristers,3,4,nn,rr
5,banns,barbs,3,4,nn,rb
5,banns,bards,3,4,nn,rd
5,banns,bares,3,4,nn,re
5,banns,barfs,3,4,nn,rf
5,banns,barks,3,4,nn,rk
5,banns,bases,3,4,nn,se
5,banns,basis,3,4,nn,si
5,banns,basks,3,4,nn,sk
5,banns,bates,3,4,nn,te
5,banns,baths,3,4,nn,th
5,banns,bauds,3,4,nn,ud
5,banns,bawls,3,4,nn,wl
5,banns,beans,2,3,an,ea
5,banns,boons,2,3,an,oo
5,banns,burns,2,3,an,ur
5,banns,jinns,1,2,ba,ji
7,banquet,bouquet,2,3,an,ou
7,banquet,briquet,2,3,an,ri
8,banquets,bouquets,2,3,an,ou
8,banquets,briquets,2,3,an,ri
6,bantam,banter,5,6,am,er
7,bantams,banters,5,6,am,er
6,banter,barber,3,4,nt,rb
6,banter,barker,3,4,nt,rk
6,banter,bather,3,4,nt,th
6,banter,beater,2,3,an,ea
6,banter,better,2,3,an,et
6,banter,bitter,2,3,an,it
6,banter,boater,2,3,an,oa
6,banter,buster,2,3,an,us
6,banter,butter,2,3,an,ut
6,banter,center,1,2,ba,ce
6,banter,hunter,1,2,ba,hu
6,banter,punter,1,2,ba,pu
6,banter,renter,1,2,ba,re
6,banter,winter,1,2,ba,wi
8,bantered,barbered,3,4,nt,rb
8,bantered,bettered,2,3,an,et
8,bantered,buttered,2,3,an,ut
8,bantered,centered,1,2,ba,ce
8,bantered,wintered,1,2,ba,wi
9,bantering,barbering,3,4,nt,rb
9,bantering,bettering,2,3,an,et
9,bantering,buttering,2,3,an,ut
9,bantering,centering,1,2,ba,ce
9,bantering,wintering,1,2,ba,wi
7,banters,barbers,3,4,nt,rb
7,banters,barkers,3,4,nt,rk
7,banters,bathers,3,4,nt,th
7,banters,beaters,2,3,an,ea
7,banters,betters,2,3,an,et
7,banters,bitters,2,3,an,it
7,banters,boaters,2,3,an,oa
7,banters,busters,2,3,an,us
7,banters,butters,2,3,an,ut
7,banters,centers,1,2,ba,ce
7,banters,hunters,1,2,ba,hu
7,banters,punters,1,2,ba,pu
7,banters,renters,1,2,ba,re
7,banters,winters,1,2,ba,wi
6,banyan,barman,3,4,ny,rm
7,baptism,baptize,6,7,sm,ze
8,baptisms,baptizes,6,7,sm,ze
7,baptist,baptize,6,7,st,ze
7,baptist,bassist,3,4,pt,ss
8,baptists,baptizes,6,7,st,ze
8,baptists,bassists,3,4,pt,ss
9,barbarian,barbarism,8,9,an,sm
9,barbarian,barbarity,8,9,an,ty
10,barbarians,barbarisms,8,9,an,sm
9,barbarism,barbarity,8,9,sm,ty
6,barbed,bashed,3,4,rb,sh
6,barbed,basked,3,4,rb,sk
6,barbed,basted,3,4,rb,st
6,barbed,bathed,3,4,rb,th
6,barbed,batted,3,4,rb,tt
6,barbed,bawled,3,4,rb,wl
6,barbed,bobbed,2,3,ar,ob
6,barbed,bombed,2,3,ar,om
6,barbed,boobed,2,3,ar,oo
6,barbed,bribed,2,3,ar,ri
6,barbed,curbed,1,2,ba,cu
7,barbell,barbers,6,7,ll,rs
6,barber,bather,3,4,rb,th
6,barber,batter,3,4,rb,tt
6,barber,bomber,2,3,ar,om
8,barbered,barberry,7,8,ed,ry
8,barbered,battered,3,4,rb,tt
9,barbering,battering,3,4,rb,tt
7,barbers,bathers,3,4,rb,th
7,barbers,batters,3,4,rb,tt
7,barbers,bombers,2,3,ar,om
7,barbing,bashing,3,4,rb,sh
7,barbing,basking,3,4,rb,sk
7,barbing,basting,3,4,rb,st
7,barbing,bathing,3,4,rb,th
7,barbing,batting,3,4,rb,tt
7,barbing,bawling,3,4,rb,wl
7,barbing,bobbing,2,3,ar,ob
7,barbing,bombing,2,3,ar,om
7,barbing,boobing,2,3,ar,oo
7,barbing,bribing,2,3,ar,ri
7,barbing,curbing,1,2,ba,cu
5,barbs,bared,4,5,bs,ed
5,barbs,barer,4,5,bs,er
5,barbs,barge,4,5,bs,ge
5,barbs,baron,4,5,bs,on
5,barbs,bases,3,4,rb,se
5,barbs,basis,3,4,rb,si
5,barbs,basks,3,4,rb,sk
5,barbs,bates,3,4,rb,te
5,barbs,baths,3,4,rb,th
5,barbs,bauds,3,4,rb,ud
5,barbs,bawls,3,4,rb,wl
5,barbs,blabs,2,3,ar,la
5,barbs,blobs,2,3,ar,lo
5,barbs,bombs,2,3,ar,om
5,barbs,boobs,2,3,ar,oo
5,barbs,bulbs,2,3,ar,ul
5,barbs,curbs,1,2,ba,cu
5,barbs,herbs,1,2,ba,he
5,barbs,verbs,1,2,ba,ve
5,bards,bared,4,5,ds,ed
5,bards,barer,4,5,ds,er
5,bards,barge,4,5,ds,ge
5,bards,baron,4,5,ds,on
5,bards,bases,3,4,rd,se
5,bards,basis,3,4,rd,si
5,bards,basks,3,4,rd,sk
5,bards,bates,3,4,rd,te
5,bards,baths,3,4,rd,th
5,bards,bawls,3,4,rd,wl
5,bards,beads,2,3,ar,ea
5,bards,bends,2,3,ar,en
5,bards,binds,2,3,ar,in
5,bards,bonds,2,3,ar,on
5,bards,brads,2,3,ar,ra
5,bards,cords,1,2,ba,co
5,bards,curds,1,2,ba,cu
5,bards,fords,1,2,ba,fo
5,bards,girds,1,2,ba,gi
5,bards,herds,1,2,ba,he
5,bards,lords,1,2,ba,lo
5,bards,nerds,1,2,ba,ne
5,bards,turds,1,2,ba,tu
5,bards,words,1,2,ba,wo
5,bared,barfs,4,5,ed,fs
5,bared,barge,4,5,ed,ge
5,bared,barks,4,5,ed,ks
5,bared,barns,4,5,ed,ns
5,bared,baron,4,5,ed,on
5,bared,bided,2,3,ar,id
5,bared,biked,2,3,ar,ik
5,bared,biped,2,3,ar,ip
5,bared,bleed,2,3,ar,le
5,bared,blued,2,3,ar,lu
5,bared,boded,2,3,ar,od
5,bared,boned,2,3,ar,on
5,bared,booed,2,3,ar,oo
5,bared,bowed,2,3,ar,ow
5,bared,boxed,2,3,ar,ox
5,bared,breed,2,3,ar,re
5,bared,bused,2,3,ar,us
5,bared,cored,1,2,ba,co
5,bared,cured,1,2,ba,cu
5,bared,erred,1,2,ba,er
5,bared,fired,1,2,ba,fi
5,bared,gored,1,2,ba,go
5,bared,hired,1,2,ba,hi
5,bared,lured,1,2,ba,lu
5,bared,mired,1,2,ba,mi
5,bared,pored,1,2,ba,po
5,bared,shred,1,2,ba,sh
5,bared,sired,1,2,ba,si
5,bared,tired,1,2,ba,ti
5,bared,wired,1,2,ba,wi
8,barefoot,forefoot,1,2,ba,fo
10,barefooted,surefooted,1,2,ba,su
10,barehanded,bareheaded,6,7,an,ea
6,barely,barest,5,6,ly,st
6,barely,barley,4,5,el,le
6,barely,merely,1,2,ba,me
6,barely,purely,1,2,ba,pu
6,barely,sorely,1,2,ba,so
6,barely,surely,1,2,ba,su
8,bareness,pureness,1,2,ba,pu
8,bareness,soreness,1,2,ba,so
8,bareness,sureness,1,2,ba,su
5,barer,barfs,4,5,er,fs
5,barer,barge,4,5,er,ge
5,barer,barks,4,5,er,ks
5,barer,barns,4,5,er,ns
5,barer,baron,4,5,er,on
5,barer,biker,2,3,ar,ik
5,barer,bluer,2,3,ar,lu
5,barer,boner,2,3,ar,on
5,barer,bower,2,3,ar,ow
5,barer,boxer,2,3,ar,ox
5,barer,brier,2,3,ar,ri
5,barer,buyer,2,3,ar,uy
5,barer,curer,1,2,ba,cu
5,barer,direr,1,2,ba,di
5,barer,purer,1,2,ba,pu
5,barer,serer,1,2,ba,se
5,barer,sorer,1,2,ba,so
5,barer,surer,1,2,ba,su
5,bares,barge,4,5,es,ge
5,bares,baron,4,5,es,on
5,bares,basis,3,4,re,si
5,bares,basks,3,4,re,sk
5,bares,baths,3,4,re,th
5,bares,bauds,3,4,re,ud
5,bares,bawls,3,4,re,wl
5,bares,bides,2,3,ar,id
5,bares,bikes,2,3,ar,ik
5,bares,bites,2,3,ar,it
5,bares,blues,2,3,ar,lu
5,bares,bodes,2,3,ar,od
5,bares,boles,2,3,ar,ol
5,bares,bones,2,3,ar,on
5,bares,boxes,2,3,ar,ox
5,bares,buses,2,3,ar,us
5,bares,bytes,2,3,ar,yt
5,bares,cores,1,2,ba,co
5,bares,cures,1,2,ba,cu
5,bares,fires,1,2,ba,fi
5,bares,fores,1,2,ba,fo
5,bares,gores,1,2,ba,go
5,bares,hires,1,2,ba,hi
5,bares,lures,1,2,ba,lu
5,bares,lyres,1,2,ba,ly
5,bares,meres,1,2,ba,me
5,bares,mires,1,2,ba,mi
5,bares,mores,1,2,ba,mo
5,bares,ogres,1,2,ba,og
5,bares,pores,1,2,ba,po
5,bares,pyres,1,2,ba,py
5,bares,sires,1,2,ba,si
5,bares,sores,1,2,ba,so
5,bares,tires,1,2,ba,ti
5,bares,wires,1,2,ba,wi
6,barest,behest,2,3,ar,eh
6,barest,bluest,2,3,ar,lu
6,barest,direst,1,2,ba,di
6,barest,forest,1,2,ba,fo
6,barest,merest,1,2,ba,me
6,barest,purest,1,2,ba,pu
6,barest,serest,1,2,ba,se
6,barest,sorest,1,2,ba,so
6,barest,surest,1,2,ba,su
6,barest,unrest,1,2,ba,un
6,barfed,bashed,3,4,rf,sh
6,barfed,basked,3,4,rf,sk
6,barfed,basted,3,4,rf,st
6,barfed,bathed,3,4,rf,th
6,barfed,batted,3,4,rf,tt
6,barfed,bawled,3,4,rf,wl
6,barfed,beefed,2,3,ar,ee
6,barfed,buffed,2,3,ar,uf
6,barfed,surfed,1,2,ba,su
6,barfed,turfed,1,2,ba,tu
7,barfing,bashing,3,4,rf,sh
7,barfing,basking,3,4,rf,sk
7,barfing,basting,3,4,rf,st
7,barfing,bathing,3,4,rf,th
7,barfing,batting,3,4,rf,tt
7,barfing,bawling,3,4,rf,wl
7,barfing,beefing,2,3,ar,ee
7,barfing,buffing,2,3,ar,uf
7,barfing,surfing,1,2,ba,su
7,barfing,turfing,1,2,ba,tu
5,barfs,barge,4,5,fs,ge
5,barfs,baron,4,5,fs,on
5,barfs,bases,3,4,rf,se
5,barfs,basis,3,4,rf,si
5,barfs,basks,3,4,rf,sk
5,barfs,bates,3,4,rf,te
5,barfs,baths,3,4,rf,th
5,barfs,bauds,3,4,rf,ud
5,barfs,bawls,3,4,rf,wl
5,barfs,beefs,2,3,ar,ee
5,barfs,buffs,2,3,ar,uf
5,barfs,serfs,1,2,ba,se
5,barfs,surfs,1,2,ba,su
5,barfs,turfs,1,2,ba,tu
5,barge,barks,4,5,ge,ks
5,barge,barns,4,5,ge,ns
5,barge,baron,4,5,ge,on
5,barge,baste,3,4,rg,st
5,barge,bathe,3,4,rg,th
5,barge,beige,2,3,ar,ei
5,barge,bilge,2,3,ar,il
5,barge,binge,2,3,ar,in
5,barge,budge,2,3,ar,ud
5,barge,bulge,2,3,ar,ul
5,barge,dirge,1,2,ba,di
5,barge,forge,1,2,ba,fo
5,barge,gorge,1,2,ba,go
5,barge,merge,1,2,ba,me
5,barge,purge,1,2,ba,pu
5,barge,serge,1,2,ba,se
5,barge,surge,1,2,ba,su
5,barge,verge,1,2,ba,ve
6,barged,bashed,3,4,rg,sh
6,barged,basked,3,4,rg,sk
6,barged,basted,3,4,rg,st
6,barged,bathed,3,4,rg,th
6,barged,batted,3,4,rg,tt
6,barged,bawled,3,4,rg,wl
6,barged,begged,2,3,ar,eg
6,barged,binged,2,3,ar,in
6,barged,bogged,2,3,ar,og
6,barged,bonged,2,3,ar,on
6,barged,budged,2,3,ar,ud
6,barged,bugged,2,3,ar,ug
6,barged,bulged,2,3,ar,ul
6,barged,bunged,2,3,ar,un
6,barged,forged,1,2,ba,fo
6,barged,gorged,1,2,ba,go
6,barged,merged,1,2,ba,me
6,barged,purged,1,2,ba,pu
6,barged,surged,1,2,ba,su
6,barged,verged,1,2,ba,ve
6,barges,barons,4,5,ge,on
6,barges,bashes,3,4,rg,sh
6,barges,basses,3,4,rg,ss
6,barges,bastes,3,4,rg,st
6,barges,bathes,3,4,rg,th
6,barges,bilges,2,3,ar,il
6,barges,binges,2,3,ar,in
6,barges,budges,2,3,ar,ud
6,barges,bulges,2,3,ar,ul
6,barges,dirges,1,2,ba,di
6,barges,forges,1,2,ba,fo
6,barges,gorges,1,2,ba,go
6,barges,merges,1,2,ba,me
6,barges,purges,1,2,ba,pu
6,barges,surges,1,2,ba,su
6,barges,verges,1,2,ba,ve
7,barging,bashing,3,4,rg,sh
7,barging,basking,3,4,rg,sk
7,barging,basting,3,4,rg,st
7,barging,bathing,3,4,rg,th
7,barging,batting,3,4,rg,tt
7,barging,bawling,3,4,rg,wl
7,barging,begging,2,3,ar,eg
7,barging,binging,2,3,ar,in
7,barging,bogging,2,3,ar,og
7,barging,bonging,2,3,ar,on
7,barging,budging,2,3,ar,ud
7,barging,bugging,2,3,ar,ug
7,barging,bulging,2,3,ar,ul
7,barging,bunging,2,3,ar,un
7,barging,forging,1,2,ba,fo
7,barging,gorging,1,2,ba,go
7,barging,merging,1,2,ba,me
7,barging,purging,1,2,ba,pu
7,barging,surging,1,2,ba,su
7,barging,verging,1,2,ba,ve
6,baring,barium,5,6,ng,um
6,baring,biding,2,3,ar,id
6,baring,biking,2,3,ar,ik
6,baring,biting,2,3,ar,it
6,baring,bluing,2,3,ar,lu
6,baring,boding,2,3,ar,od
6,baring,boning,2,3,ar,on
6,baring,booing,2,3,ar,oo
6,baring,bowing,2,3,ar,ow
6,baring,boxing,2,3,ar,ox
6,baring,busing,2,3,ar,us
6,baring,buying,2,3,ar,uy
6,baring,coring,1,2,ba,co
6,baring,curing,1,2,ba,cu
6,baring,during,1,2,ba,du
6,baring,erring,1,2,ba,er
6,baring,firing,1,2,ba,fi
6,baring,goring,1,2,ba,go
6,baring,hiring,1,2,ba,hi
6,baring,luring,1,2,ba,lu
6,baring,miring,1,2,ba,mi
6,baring,poring,1,2,ba,po
6,baring,siring,1,2,ba,si
6,baring,spring,1,2,ba,sp
6,baring,string,1,2,ba,st
6,baring,tiring,1,2,ba,ti
6,baring,wiring,1,2,ba,wi
6,barked,bashed,3,4,rk,sh
6,barked,basted,3,4,rk,st
6,barked,bathed,3,4,rk,th
6,barked,batted,3,4,rk,tt
6,barked,bawled,3,4,rk,wl
6,barked,beaked,2,3,ar,ea
6,barked,bilked,2,3,ar,il
6,barked,booked,2,3,ar,oo
6,barked,braked,2,3,ar,ra
6,barked,bucked,2,3,ar,uc
6,barked,bulked,2,3,ar,ul
6,barked,bunked,2,3,ar,un
6,barked,corked,1,2,ba,co
6,barked,forked,1,2,ba,fo
6,barked,jerked,1,2,ba,je
6,barked,lurked,1,2,ba,lu
6,barked,perked,1,2,ba,pe
6,barked,worked,1,2,ba,wo
6,barker,bather,3,4,rk,th
6,barker,batter,3,4,rk,tt
6,barker,beaker,2,3,ar,ea
6,barker,bicker,2,3,ar,ic
6,barker,broker,2,3,ar,ro
6,barker,bunker,2,3,ar,un
6,barker,worker,1,2,ba,wo
7,barkers,bathers,3,4,rk,th
7,barkers,batters,3,4,rk,tt
7,barkers,beakers,2,3,ar,ea
7,barkers,bickers,2,3,ar,ic
7,barkers,bonkers,2,3,ar,on
7,barkers,brokers,2,3,ar,ro
7,barkers,bunkers,2,3,ar,un
7,barkers,workers,1,2,ba,wo
7,barking,bashing,3,4,rk,sh
7,barking,basting,3,4,rk,st
7,barking,bathing,3,4,rk,th
7,barking,batting,3,4,rk,tt
7,barking,bawling,3,4,rk,wl
7,barking,bilking,2,3,ar,il
7,barking,booking,2,3,ar,oo
7,barking,braking,2,3,ar,ra
7,barking,bucking,2,3,ar,uc
7,barking,bulking,2,3,ar,ul
7,barking,bunking,2,3,ar,un
7,barking,corking,1,2,ba,co
7,barking,forking,1,2,ba,fo
7,barking,jerking,1,2,ba,je
7,barking,lurking,1,2,ba,lu
7,barking,perking,1,2,ba,pe
7,barking,working,1,2,ba,wo
5,barks,baron,4,5,ks,on
5,barks,bases,3,4,rk,se
5,barks,basis,3,4,rk,si
5,barks,bates,3,4,rk,te
5,barks,baths,3,4,rk,th
5,barks,bauds,3,4,rk,ud
5,barks,bawls,3,4,rk,wl
5,barks,beaks,2,3,ar,ea
5,barks,becks,2,3,ar,ec
5,barks,bilks,2,3,ar,il
5,barks,books,2,3,ar,oo
5,barks,bucks,2,3,ar,uc
5,barks,bulks,2,3,ar,ul
5,barks,bunks,2,3,ar,un
5,barks,corks,1,2,ba,co
5,barks,dirks,1,2,ba,di
5,barks,dorks,1,2,ba,do
5,barks,forks,1,2,ba,fo
5,barks,jerks,1,2,ba,je
5,barks,lurks,1,2,ba,lu
5,barks,murks,1,2,ba,mu
5,barks,perks,1,2,ba,pe
5,barks,works,1,2,ba,wo
7,barmaid,mermaid,1,2,ba,me
8,barmaids,mermaids,1,2,ba,me
6,barman,barren,4,5,ma,re
6,barman,bowman,2,3,ar,ow
6,barman,merman,1,2,ba,me
8,barnacle,binnacle,2,3,ar,in
9,barnacles,binnacles,2,3,ar,in
5,barns,baron,4,5,ns,on
5,barns,bases,3,4,rn,se
5,barns,basis,3,4,rn,si
5,barns,basks,3,4,rn,sk
5,barns,bates,3,4,rn,te
5,barns,baths,3,4,rn,th
5,barns,bauds,3,4,rn,ud
5,barns,bawls,3,4,rn,wl
5,barns,beans,2,3,ar,ea
5,barns,boons,2,3,ar,oo
5,barns,corns,1,2,ba,co
5,barns,ferns,1,2,ba,fe
5,barns,horns,1,2,ba,ho
5,barns,morns,1,2,ba,mo
5,barns,terns,1,2,ba,te
5,barns,turns,1,2,ba,tu
5,baron,basin,3,4,ro,si
5,baron,bison,2,3,ar,is
5,baron,heron,1,2,ba,he
5,baron,moron,1,2,ba,mo
8,baroness,baseness,3,4,ro,se
7,baronet,coronet,1,2,ba,co
8,baronets,coronets,1,2,ba,co
6,barons,basins,3,4,ro,si
6,barons,bisons,2,3,ar,is
6,barons,herons,1,2,ba,he
6,barons,morons,1,2,ba,mo
7,barrack,barrage,6,7,ck,ge
8,barracks,barrages,6,7,ck,ge
8,barraged,barreled,5,6,ag,el
9,barraging,barreling,5,6,ag,el
6,barred,barrio,5,6,ed,io
6,barred,barrow,5,6,ed,ow
6,barred,bashed,3,4,rr,sh
6,barred,basked,3,4,rr,sk
6,barred,basted,3,4,rr,st
6,barred,bathed,3,4,rr,th
6,barred,batted,3,4,rr,tt
6,barred,bawled,3,4,rr,wl
6,barred,blared,2,3,ar,la
6,barred,furred,1,2,ba,fu
6,barred,purred,1,2,ba,pu
6,barrel,barrio,5,6,el,io
6,barrel,barrow,5,6,el,ow
6,barrel,sorrel,1,2,ba,so
7,barrels,barrios,5,6,el,io
7,barrels,barrows,5,6,el,ow
7,barrels,sorrels,1,2,ba,so
6,barren,barrio,5,6,en,io
6,barren,barrow,5,6,en,ow
6,barren,batten,3,4,rr,tt
7,barrens,barrios,5,6,en,io
7,barrens,barrows,5,6,en,ow
7,barrens,battens,3,4,rr,tt
7,barrier,barring,6,7,er,ng
7,barrier,barrios,6,7,er,os
7,barrier,battier,3,4,rr,tt
7,barrier,bawdier,3,4,rr,wd
7,barrier,furrier,1,2,ba,fu
7,barrier,merrier,1,2,ba,me
7,barrier,sorrier,1,2,ba,so
7,barrier,terrier,1,2,ba,te
7,barrier,worrier,1,2,ba,wo
8,barriers,barrings,6,7,er,ng
8,barriers,furriers,1,2,ba,fu
8,barriers,terriers,1,2,ba,te
8,barriers,worriers,1,2,ba,wo
7,barring,barrios,6,7,ng,os
7,barring,bashing,3,4,rr,sh
7,barring,basking,3,4,rr,sk
7,barring,basting,3,4,rr,st
7,barring,bathing,3,4,rr,th
7,barring,batting,3,4,rr,tt
7,barring,bawling,3,4,rr,wl
7,barring,bearing,2,3,ar,ea
7,barring,blaring,2,3,ar,la
7,barring,furring,1,2,ba,fu
7,barring,herring,1,2,ba,he
7,barring,purring,1,2,ba,pu
8,barrings,bearings,2,3,ar,ea
8,barrings,herrings,1,2,ba,he
6,barrio,barrow,5,6,io,ow
7,barrios,barrows,5,6,io,ow
7,barroom,barrows,6,7,om,ws
7,barroom,bedroom,2,3,ar,ed
8,barrooms,bedrooms,2,3,ar,ed
6,barrow,furrow,1,2,ba,fu
6,barrow,morrow,1,2,ba,mo
6,barrow,sorrow,1,2,ba,so
7,barrows,furrows,1,2,ba,fu
7,barrows,morrows,1,2,ba,mo
7,barrows,sorrows,1,2,ba,so
6,barter,bather,3,4,rt,th
6,barter,beater,2,3,ar,ea
6,barter,better,2,3,ar,et
6,barter,bitter,2,3,ar,it
6,barter,boater,2,3,ar,oa
6,barter,buster,2,3,ar,us
6,barter,butter,2,3,ar,ut
6,barter,curter,1,2,ba,cu
6,barter,perter,1,2,ba,pe
6,barter,porter,1,2,ba,po
6,barter,sorter,1,2,ba,so
8,bartered,bettered,2,3,ar,et
8,bartered,buttered,2,3,ar,ut
9,bartering,bettering,2,3,ar,et
9,bartering,buttering,2,3,ar,ut
7,barters,bathers,3,4,rt,th
7,barters,beaters,2,3,ar,ea
7,barters,betters,2,3,ar,et
7,barters,bitters,2,3,ar,it
7,barters,boaters,2,3,ar,oa
7,barters,busters,2,3,ar,us
7,barters,butters,2,3,ar,ut
7,barters,porters,1,2,ba,po
7,barters,sorters,1,2,ba,so
5,basal,based,4,5,al,ed
5,basal,baser,4,5,al,er
5,basal,bases,4,5,al,es
5,basal,basic,4,5,al,ic
5,basal,basin,4,5,al,in
5,basal,basis,4,5,al,is
5,basal,basks,4,5,al,ks
5,basal,bassi,4,5,al,si
5,basal,basso,4,5,al,so
5,basal,baste,4,5,al,te
5,basal,sisal,1,2,ba,si
6,basalt,basest,4,5,al,es
6,basalt,basket,4,5,al,ke
5,based,basic,4,5,ed,ic
5,based,basil,4,5,ed,il
5,based,basin,4,5,ed,in
5,based,basis,4,5,ed,is
5,based,basks,4,5,ed,ks
5,based,bassi,4,5,ed,si
5,based,basso,4,5,ed,so
5,based,baste,4,5,ed,te
5,based,bided,2,3,as,id
5,based,biked,2,3,as,ik
5,based,biped,2,3,as,ip
5,based,bleed,2,3,as,le
5,based,blued,2,3,as,lu
5,based,boded,2,3,as,od
5,based,boned,2,3,as,on
5,based,booed,2,3,as,oo
5,based,bored,2,3,as,or
5,based,bowed,2,3,as,ow
5,based,boxed,2,3,as,ox
5,based,breed,2,3,as,re
5,based,dosed,1,2,ba,do
5,based,fused,1,2,ba,fu
5,based,hosed,1,2,ba,ho
5,based,mused,1,2,ba,mu
5,based,nosed,1,2,ba,no
5,based,posed,1,2,ba,po
5,based,vised,1,2,ba,vi
8,baseless,boneless,2,3,as,on
6,basely,basest,5,6,ly,st
6,basely,wisely,1,2,ba,wi
7,baseman,batsman,3,4,se,ts
7,basemen,batsmen,3,4,se,ts
5,baser,basic,4,5,er,ic
5,baser,basil,4,5,er,il
5,baser,basin,4,5,er,in
5,baser,basis,4,5,er,is
5,baser,basks,4,5,er,ks
5,baser,bassi,4,5,er,si
5,baser,basso,4,5,er,so
5,baser,baste,4,5,er,te
5,baser,biker,2,3,as,ik
5,baser,bluer,2,3,as,lu
5,baser,boner,2,3,as,on
5,baser,borer,2,3,as,or
5,baser,bower,2,3,as,ow
5,baser,boxer,2,3,as,ox
5,baser,brier,2,3,as,ri
5,baser,buyer,2,3,as,uy
5,baser,loser,1,2,ba,lo
5,baser,miser,1,2,ba,mi
5,baser,poser,1,2,ba,po
5,baser,riser,1,2,ba,ri
5,baser,wiser,1,2,ba,wi
5,bases,basic,4,5,es,ic
5,bases,basil,4,5,es,il
5,bases,basin,4,5,es,in
5,bases,bassi,4,5,es,si
5,bases,basso,4,5,es,so
5,bases,baste,4,5,es,te
5,bases,baths,3,4,se,th
5,bases,bauds,3,4,se,ud
5,bases,bawls,3,4,se,wl
5,bases,bides,2,3,as,id
5,bases,bikes,2,3,as,ik
5,bases,bites,2,3,as,it
5,bases,blues,2,3,as,lu
5,bases,bodes,2,3,as,od
5,bases,boles,2,3,as,ol
